"a0","name","category","developer","rating"
"a3302","LEGO\u00ae TV","Video Players & Editors","LEGO System A/S","3.7"
"a3303","LEGO\u00ae Ninjago\u2122 WU-CRU","Action","LEGO System A/S","4.3"
"a3304","LEGO\u00ae Ninjago\u2122: Skybound","Action","LEGO System A/S","4.2"
"a3305","Baby Panda's Supermarket","Educational","BabyBus Kids Games","4.3"
"a3306","Tynker - Learn to code","Educational","Tynker","3.9"
"a3307","LEGO\u00ae Star Wars\u2122: TFA","Adventure","Warner Bros. International Enterprises","4.2"
"a3308","All-In-One Intellijoy App Pack","Educational","Intellijoy Educational Games for Kids","4.1"
"a3309","Ever After High\u2122Tea Party Dash","Casual","Animoca Brands","4.2"
"a3310","Quiver - 3D Coloring App","Education","Puteko Limited","4.0"
"a3311","Kids ABC Letter Trains (Lite)","Educational","Intellijoy Educational Games for Kids","3.9"
"a3312","Animal First Grade Math Games","Educational","Eggroll Games","4.2"
"a3313","Survivalcraft","Action","Candy Rufus Games","4.4"
"a3314","Miss Hollywood: Vacation","Casual","Budge Studios","4.2"
"a3315","Khu V\u01b0\u1eddn Tr\u00ean M\u00e2y - HD 2017","Educational","VNG Distributor","4.2"
"a3316","Barbie Dreamtopia Magical Hair","Casual","Budge Studios","4.1"
"a3317","MagiMobile \u2013 Mighty Magiswords","Entertainment","Cartoon Network","4.0"
"a3318","Furby Connect World","Adventure","Hasbro Inc.","4.2"
"a3319","Boomerang Make and Race","Racing","Cartoon Network EMEA","4.2"
"a3320","PopJam","Social","SuperAwesome LTD","4.3"
"a3321","Miss Hollywood Showtime","Casual","Budge Studios","4.2"
"a3322","LEGO\u00ae DC Mighty Micros","Racing","LEGO System A/S","4.2"
"a3323","The 7D Mine Train","Arcade","Disney Publishing Worldwide","4.2"
"a3324","OctoPie \u2013 a GAME SHAKERS App","Arcade","Nickelodeon","3.9"
"a3325","LEGO\u00ae Chima: Tribe Fighters","Action","Warner Bros. International Enterprises","4.0"
"a3326","Kids Games - profession","Arcade","YovoGames","4.2"
"a3327","Fishes for toddlers FREE","Educational","romeLab","3.7"
"a3328","Kids Doctor Game - free app","Role Playing","Abuzz","3.9"
"a3329","Fun School Race Games for Kids","Educational","Tiny Lab Productions","4.3"
"a3330","Martha Speaks Word Spinner","Educational","PBS KIDS","4.1"
"a3331","Capt'n Sharky Sea Adventures","Casual","Mixtvision Mediengesellschaft mbH","3.8"
"a3332","Explorium: Ocean For Kids","Educational","Applied Systems Ltd.","4.1"
"a3333","Squirt's Adventure","Puzzle","The Department of Silly Stuff","4.8"
"a3334","The Awesome Collection","Books & Reference","StoryToys","4.0"
"a3335","Pango is dreaming","Educational","Studio Pango","4.6"
"a3336","Explorium: Space for Kids","Educational","Applied Systems Ltd.","4.4"
"a3337","Toca Cars","Education","Toca Boca","4.1"
"a3338","Halloween Town Racing","Racing","Tiny Lab Productions","4.0"
"a3339","Nasty Goats","Arcade","Nickelodeon","4.2"
"a3340","Equestria Girls","Role Playing","Hasbro Inc.","4.3"
"a3341","Mix+Smash: Marvel Mashers","Entertainment","Disney Publishing Worldwide","4.0"
"a3342","Kids Learn to Read","Educational","Intellijoy Educational Games for Kids","4.2"
"a3343","Barbie Life\u2122","Casual","Mattel","3.8"
"a3344","Goodnight Mo Bedtime Book","Books & Reference","StoryToys","4.5"
"a3345","LEGO\u00ae City My City 2","Action","LEGO System A/S","4.1"
"a3346","Stop Motion Studio","Photography","Cateater","4.0"
"a3347","Barbie\u00ae Fashionistas\u00ae","Casual","Mattel","3.8"
"a3348","Monster High Frightful Fashion","Casual","Budge Studios","4.0"
"a3349","LEGO\u00ae Creator Islands","Strategy","LEGO System A/S","4.0"
"a3350","Hello Kitty Nail Salon","Casual","Budge Studios","4.0"
"a3351","LEGO\u00ae Life \u2013 Create & discover","Social","LEGO System A/S","4.0"
"a3352","Soundtrack Attack","Action","Cartoon Network","4.2"
"a3353","Fun Kid Racing","Racing","Tiny Lab Productions","3.9"
"a3354","LEGO\u00ae Speedorz\u2122","Racing","Warner Bros. International Enterprises","4.0"
"a3355","BEYBLADE BURST app","Action","Hasbro Inc.","4.3"
"a3356","Sky Whale","Arcade","Nickelodeon","4.3"
"a3357","Power Rangers Dino Rumble","Action","StoryToys","4.2"
"a3358","Jungle Motocross Kids Racing","Racing","Tiny Lab Productions","4.2"
"a3359","Emergency Car Racing Hero","Racing","Tiny Lab Productions","4.1"
"a3360","Learning Professions for Kids","Educational","GoKids!","3.9"
"a3361","Hedgehog's Adventures for kids","Educational","Irina Marina","4.3"
"a3362","Cars Adventures by BUBL","Adventure","Fox & Sheep","3.7"
"a3363","TMNT: Half-Shell Heroes","Educational","Nickelodeon","3.7"
"a3364","Dinos Jump","Action","Kidloom","4.9"
"a3365","LEGO\u00ae Friends","Casual","Warner Bros. International Enterprises","4.2"
"a3366","Farm Adventure for Kids","Educational","Mihail Falcuta","5.0"
"a3367","Robotizen: Kid learn Coding 5+","Educational","Mage Studio","4.2"
"a3368","Pixel and Parker","Education","Spinlight","4.4"
"a3369","Fun Fair","Educational","Clementoni S.p.A.","4.4"
"a3370","Nono's Adventure in Amazonia","Educational","Kidoteca","4.3"
"a3371","Sweet Little Emma Winterland","Educational","TutoTOONS","3.9"
"a3372","Electric Company Party Game","Education","PBS KIDS","3.9"
"a3373","Olaf's Adventures","Entertainment","Disney Publishing Worldwide","3.8"
"a3374","Green Eggs and Ham - Dr. Seuss","Books & Reference","Oceanhouse Media, Inc.","4.7"
"a3375","Bob Books Reading Magic #1","Education","Bob Books Publications, LLC","4.1"
"a3376","Kids Reading Sight Words","Educational","Intellijoy Educational Games for Kids","4.2"
"a3377","The Witch With No Name","Casual","Slim Cricket","4.6"
"a3378","Starfall I'm Reading","Education","Starfall Education Foundation","4.3"
"a3379","Read with Phonzy: Reading Game","Educational","MeowTek","4.0"
"a3380","ParrotFish Phonics 4-7 LITE","Educational","PARROTFISH STUDIOS","4.0"
"a3381","GloRead - Global Reading","Education","Zhenya_","4.0"
"a3382","FarFaria Children\u2019s Storybooks","Education","FarFaria","4.1"
"a3383","Duck Duck Moose Reading","Education","Duck Duck Moose, LLC","4.2"
"a3384","Read Unlimitedly! Kids'n Books","Education","SMART EDUCATION, LTD.","3.8"
"a3385","Booksy: learn to read platform","Education","Tipitap","3.8"
"a3386","Starfall Learn to Read","Education","Starfall Education Foundation","4.3"
"a3387","Kids Learn to Read Rhymes","Educational","Nimble Minds","3.9"
"a3388","English Reading Adventure 1","Books & Reference","Unidocs Inc.","4.4"
"a3389","It's Tyrannosaurus Rex!","Education","Oceanhouse Media, Inc.","4.0"
"a3390","Dino Digger","Education","TegTap","4.1"
"a3391","Kids Dinosaur Scratch & Color","Educational","YOGER GAMES","3.7"
"a3392","Kids Dinosaur Games: Puzzles","Education","Scott Adelman Apps Inc","3.8"
"a3393","Dinosaur Kids Connect the Dots","Educational","Tiltan Games","3.8"
"a3394","Kids Dinosaur Jigsaw Puzzle","Puzzle","YOGER GAMES","3.8"
"a3395","PINKFONG Dino World","Education","SMARTSTUDY PINKFONG","4.0"
"a3396","Dinosaurs - free kids game","Educational","Knbmedia","4.2"
"a3397","Kids Dinosaur Coloring Pages","Casual","App Family","3.7"
"a3398","Dinosaur Digger Free","Educational","Yateland","4.1"
"a3399","Jurassic Rescue Free","Action","Yateland","4.2"
"a3400","Barbie\u2122 Best Job Ever","Casual","Mattel","3.9"
"a3401","Monster Truck Winter Racing","Racing","Tiny Lab Productions","4.0"
"a3402","Duolingo: Learn Languages Free","Education","Duolingo","4.7"
"a3403","The Smurf Games","Casual","Budge Studios","3.9"
"a3404","Good Dinosaur: Dino Crossing","Arcade","Disney","4.2"
"a3405","Motocross Kids - Winter Sports","Racing","Tiny Lab Productions","4.1"
"a3406","Crayola Nail Party: Nail Salon","Casual","Budge Studios","3.6"
"a3407","Draw Glow Cartoon","Comics","Draw apps for free","4.2"
"a3408","Disney XD - watch now!","Entertainment","Disney","4.0"
"a3409","Disney Junior - watch now!","Entertainment","Disney","3.9"
"a3410","Mad Libs","Entertainment","Penguin Random House LLC","4.0"
"a3411","ClassDojo","Education","ClassDojo","4.3"
"a3412","Disney Channel - watch now!","Entertainment","Disney","4.1"
"a3413","Nick","Entertainment","Nickelodeon","4.1"
"a3414","Cartoon Network App","Video Players & Editors","Cartoon Network","3.9"
"a3415","Dinner Bell","Music & Audio","3 Queen Software","5.0"
"a3416","Teddy - Coloring book for kids","Casual","Teddy Apps","4.9"
"a3417","Bubble Bliss","Music","Fun To Learn","5.0"
"a3418","Kermit The Frog","Arcade","bourasdev","5.0"
"a3419","Pippapips","Entertainment","Pippapips limited","5.0"
"a3420","Easter Coloring for Kids\ud83d\udc30","Casual","Kidgames","3.0"
"a3421","Cooking Surprise Cupcakes","Casual","ToyzKidsApps","4.0"
"a3422","Spots Connect","Puzzle","Launchship Studios","4.8"
"a3423","Fat To Slim Fitness Girl Game","Simulation","Girl Games - Vasco Games","3.5"
"a3424","Tynker for Schools","Educational","Tynker","3.9"
"a3425","devLearn: Coding Made Easy","Education","devLearn","4.1"
"a3426","Bit by Bit - Programming Game","Educational","Rikai Games","4.3"
"a3427","Lightbot : Programming Puzzles","Puzzle","Lightbot","4.7"
"a3428","Boogie Bot - Learn to code.","Educational","NybleApps LLC","3.9"
"a3429","Peanuts: Snoopy's Town Tale","Simulation","PIXOWL INC.","4.1"
"a3430","Wonder for Dash & Dot Robots","Education","WONDER WORKSHOP, INC.","4.3"
"a3431","Run Marco!","Educational","Allcancode, Inc.","4.2"
"a3432","PAW Patrol Pups to the Rescue","Adventure","Nickelodeon","2.7"
"a3433","BattleTime","Strategy","Foggybus","4.1"
"a3434","Cinderella Free Fall","Puzzle","Disney","4.2"
"a3435","Toddler Sing and Play","Music","ToddlerTap","3.4"
"a3436","\ub9d0\ud574\ubd10, \ubf40\ub85c\ub85c! (\ud55c\uae00)","Entertainment","Vanilla Breeze Co., Ltd","3.7"
"a3437","Itsy Bitsy Spider","Education","Duck Duck Moose, LLC","4.1"
"a3438","El Mono S\u00edlabo Clase 1","Education","Lunacreciente Apps","4.2"
"a3439","Toddler Sing and Play 2","Music","ToddlerTap","3.7"
"a3440","Doraemon MusicPad","Education","SMART EDUCATION, LTD.","4.0"
"a3441","PororoTV","Education","ICONIX","3.7"
"a3442","Mechanic Escape","Arcade","Playdigious","4.6"
"a3443","Evo Explores","Puzzle","Stampede Games","4.7"
"a3444","Back to Bed","Puzzle","Bedtime Digital Games","3.8"
"a3445","\u041c\u0435\u043b\u044c\u043d\u0438\u0446\u0430: \u0411\u0430\u0440\u0431\u043e\u0441\u043a\u0438\u043d\u044b \u0438 \u041b\u0443\u043d\u0442\u0438\u043a","Video Players & Editors","Apps Ministry Inc","3.7"
"a3446","Yle Lasten Areena","Video Players & Editors","Yleisradio Oy","3.9"
"a3447","Kikoriki: all episodes","Video Players & Editors","Apps Ministry Inc","3.9"
"a3448","Sleepwalker's Journey","Puzzle","11 bit studios","4.4"
"a3449","How To Train Your Dragon 2","Education","Cupcake Digital, Inc.","4.2"
"a3450","OK K.O.! Lakewood Plaza Turbo","Action","Cartoon Network","4.2"
"a3451","The Inner World","Adventure","Headup Games","4.3"
"a3452","Flipped Out! - Powerpuff Girls","Action","Cartoon Network","4.4"
"a3453","Shopkins: Shoppie Dash!","Arcade","Mighty Kingdom","4.3"
"a3454","Treasure Fetch: Adventure Time","Puzzle","Cartoon Network","3.7"
"a3455","Starlit Adventures","Adventure","Rockhead Games","4.6"
"a3456","Tennis Champs Returns","Sports","Jakyl","4.5"
"a3457","Ghost Toasters - Regular Show","Action","Cartoon Network","4.3"
"a3458","Tom the Tow Truck - Mini Mango","Educational","Mini Mango","4.6"
"a3459","SpongeBob Tickler","Casual","Nickelodeon","3.4"
"a3460","Snail Bob: Finding Home","Casual","tinyBuild","4.0"
"a3461","Pajama Sam Thunder & Lightning","Casual","Humongous Entertainment","4.4"
"a3462","Dinosaur Farm","Simulation","Yateland","5.0"
"a3463","Tiny Fish Adventure","Arcade","Isset studio","4.5"
"a3464","Time Tangle - Adventure Time","Action","Cartoon Network","4.1"
"a3465","Pajama Sam: No Need to Hide","Casual","Humongous Entertainment","4.1"
"a3466","Scribble Hero","Arcade","Nickelodeon","4.0"
"a3467","Freddi Fish & the Stolen Shell","Casual","Humongous Entertainment","3.9"
"a3468","SpongeBob Bubble Party","Arcade","Nickelodeon","3.7"
"a3469","Jake's Pirate School","Entertainment","Disney Publishing Worldwide","4.0"
"a3470","Wrath of Psychobos - Ben 10","Adventure","Cartoon Network","4.2"
"a3471","DuckTales: Remastered","Action","Disney","4.3"
"a3472","The Lion Guard","Entertainment","Disney Publishing Worldwide","3.5"
"a3473","Rayman Jungle Run","Action","Ubisoft Entertainment","4.3"
"a3474","Putt-Putt\u00ae Saves the Zoo","Casual","Humongous Entertainment","4.2"
"a3475","PJ Masks: Super City Run","Adventure","Entertainment One","3.2"
"a3476","Adventure Beyond Time","Adventure","Aircamp Games","4.1"
"a3477","Puzzle House: Mystery Rising","Puzzle","PugaPuma","4.4"
"a3478","SparkChess","Strategy","Media Division SRL","4.4"
"a3479","The Mystery of Haunted Hollow","Adventure","Point & Click LLC","3.8"
"a3480","Acrostics Crossword Puzzles","Word","Egghead Games","4.3"
"a3481","Fill it ins crosswords puzzles","Word","A. Baratta","4.6"
"a3482","A Good Snowman","Puzzle","Draknek","4.7"
"a3483","Mermaid Puzzles for Toddlers !","Educational","romeLab","3.7"
"a3484","RIO 2 Sky Soccer!","Entertainment","Cupcake Digital, Inc.","3.9"
"a3485","Medieval Math Battle Gold","Education","SpinFall","4.0"
"a3486","The Farming Game","Casual","rrTenz","3.6"
"a3487","Kids Puzzle - learn 82 animals","Puzzle","Abuzz","4.3"
"a3488","Paper Tales","Educational","\u0418\u043d\u0442\u0435\u0440\u0430\u043a\u0442\u0438\u0432\u043d\u044b\u0439 \u041c\u0443\u043b\u044c\u0442","4.4"
"a3489","4x4 Solo Mini Chess Puzzles","Board","KG9E","4.0"
"a3490","Ingenious - The board game","Board","USM","4.3"
"a3491","Entwined\u2122 Challenge","Action","PlayStation Mobile Inc.","4.3"
"a3492","Mystery of Haunted Hollow 2","Adventure","Point & Click LLC","4.3"
"a3493","LearnEnglish Kids: Videos","Education","British Council","4.1"
"a3494","Arthur's Big App","Educational","PBS KIDS","3.8"
"a3495","Where's My Mickey? XL","Puzzle","Disney","4.2"
"a3496","Kidjo TV Kids Have Fun & Learn","Entertainment","Kidjo","4.4"
"a3497","\ub808\ubabd - \ubb34\ub8cc \ub3d9\ud654, \ubb34\ub8cc \ub3d9\uc694","Education","\ub9c8\uace0\uc2a4\ud29c\ub514\uc624","4.2"
"a3498","Kids Videos & Kids Cartoons","Video Players & Editors","SamiApps.com","4.3"
"a3499","Toon Goggles Cartoons for Kids","Entertainment","Toon Goggles, Inc.","3.9"
"a3500","Zombie Shooter Motorcycle Race","Racing","Tiny Lab Productions","4.3"
"a3501","TMNT Portal Power","Action","Nickelodeon","3.8"
"a3502","Wild Kratts World Adventure","Educational","PBS KIDS","3.8"
"a3503","Miss Hollywood: Lights, Camera","Casual","Budge Studios","4.2"
"a3504","Shopkins Run!","Arcade","Mighty Kingdom","4.5"
"a3505","Breaker Bricks 76 (Premium)","Arcade","Gazzapper Games","4.7"
"a3506","Ultimate Horse Simulator","Simulation","Gluten Free Games","4.1"
"a3507","CN Superstar Soccer: Goal!!!","Sports","Cartoon Network","4.0"
"a3508","The Lost Ship","Adventure","Lone Wolf Games","4.0"
"a3509","Le Havre: The Inland Port","Board","DIGIDICED","4.6"
"a3510","The Enchanted Books","Adventure","Lone Wolf Games","4.6"
"a3511","Dinosaur Rescue","Adventure","Yateland","4.7"
"a3512","Cryptogram Puzzles","Word","MakeThisApp, LLC","4.0"
"a3513","Cubistry","Puzzle","Hohng L.L.C.","4.4"
"a3514","Rube's Lab PRO Physics Puzzle","Puzzle","Bouland Games","4.9"
"a3515","Roll the Pigs","Board","Andreas Rehnberg","4.1"
"a3516","CrossCraze PRO - Word Game","Word","ORT Software","4.7"
"a3517","Steam\u2122: Rails to Riches","Board","Acram Digital","4.2"
"a3518","My PlayHome Lite - Doll House","Casual","Shimon Young","3.6"
"a3519","The Human World for Kids","Educational","CLEVERBIT","4.8"
"a3520","Rescue the Enchanter","Adventure","Lone Wolf Games","4.7"
"a3521","Yukon Gold Solitaire","Card","Brass Key Software","4.6"
"a3522","Thinkrolls 2 - Logic Puzzles","Educational","Avokiddo","4.7"
"a3523","Kids Connect the Dots","Educational","Intellijoy Educational Games for Kids","4.6"
"a3524","Unblock Me","Puzzle","Kiragames Co., Ltd.","4.5"
"a3525","Color Mixing Studio - FREE","Educational","BabyBus Kids Games","3.9"
"a3526","Wheels on the Bus","Education","Duck Duck Moose, LLC","4.1"
"a3527","iHeartRadio Family","Music & Audio","iHeartMedia, Inc.","4.4"
"a3528","\ud551\ud06c\ud401 TV : \uc778\uae30 \ub3d9\uc694 \ub3d9\ud654 \ud3ec\ud138","Education","SMARTSTUDY PINKFONG","3.5"
"a3529","Sprout Now","Entertainment","NBCUniversal Media, LLC","3.6"
"a3530","KIDOZ TV: Best Videos for Kids","Video Players & Editors","KIDOZ","3.8"
"a3531","Kids Preschool Puzzles","Educational","Intellijoy Educational Games for Kids","4.6"
"a3532","Kids Music (Lite)","Educational","Intellijoy Educational Games for Kids","3.8"
"a3533","Never Alone: Ki Edition","Adventure","E-Line Media","4.5"
"a3534","Mercantia - Italy 1252","Strategy","Entertainment Game Apps, Inc","4.8"
"a3535","Voyager: Grand Tour","Puzzle","Rumor Games, LLC","4.0"
"a3536","Galaxy Siege 2","Arcade","MyPlayYard","4.3"
"a3537","Fractal Space","Adventure","Haze Games","4.4"
"a3538","Orbitarium: Galaxy Recon","Action","Naked Quasar","4.1"
"a3539","Pets Hair Salon","Casual","Bubadu","4.0"
"a3540","Miss Hollywood - Fashion Pets","Casual","Budge Studios","3.6"
"a3541","Wedding Makeup Girls","Educational","Pazu Games","3.9"
"a3542","\u7121\u6599\u77e5\u80b2\u30b2\u30fc\u30e0\u30a2\u30d7\u30ea\uff5c\u306a\u308a\u304d\u308a!!\u3054\u3063\u3053\u30e9\u30f3\u30c9","Education","KidsStar Inc.","4.1"
"a3543","Slice Fractions","Education","Ululab","4.0"
"a3544","DragonBox Algebra 5+","Education","WeWantToKnow AS","4.7"
"a3545","Stack the States\u00ae","Education","Dan Russell-Pinson","4.4"
"a3546","Dr. Seuss's ABC","Books & Reference","Oceanhouse Media, Inc.","4.7"
"a3547","Tic Tac Toe","Board","MplayOnline: Free card games","4.3"
"a3548","Care Bears: Wish Upon a Cloud","Casual","Budge Studios","3.7"
"a3549","Supermarket \u2013 Game for Kids","Casual","Bubadu","4.2"
"a3550","Epic Heroes of Knowledge","Educational","Yogome, Inc.","4.5"
"a3551","Peppa Pig: Activity Maker","Casual","Entertainment One","3.3"
"a3552","Star Girl Salon","Educational","Libii","3.9"
"a3553","Nail Salon 2","Educational","Libii","3.8"
"a3554","Coloring Book Adults & Kids","Casual","Coloring Games Free","4.6"
"a3555","Monster Hair Salon","Educational","Libii","3.8"
"a3556","Nail Salon","Educational","Libii","3.7"
"a3557","Doodle Magic Mirror Draw! Kids","Entertainment","sje","4.0"
"a3558","Pizza Maker Kids -Cooking Game","Casual","Bubadu","3.9"
"a3559","Kids coloring book: Princess","Casual","2bros - games for kids","4.2"
"a3560","Dino Pets","Casual","Miniclip.com","4.2"
"a3561","Nursery Rhymes & Kids Games","Education","Internet Design Zone","4.2"
"a3562","Mushroom Wars: Space!","Strategy","Zillion Whales","4.1"
"a3563","Power Girls Super City","Educational","TutoTOONS","3.8"
"a3564","Bubble X Deluxe","Adventure","Bubble Shooter","4.5"
"a3565","The LEGO \u00ae Movie Video Game","Adventure","Warner Bros. International Enterprises","4.1"
"a3566","Talking Poppet","Casual","Mind Candy Ltd","3.7"
"a3567","Ballarina \u2013 A GAME SHAKERS App","Racing","Nickelodeon","4.2"
"a3568","Super Slime Blitz - Gumball","Arcade","Cartoon Network","4.5"
"a3569","Strawberry Shortcake BerryRush","Action","Miniclip.com","4.2"
"a3570","My Little Unicorn Runner 3D 2","Simulation","Girl Games - Vasco Games","3.6"
"a3571","Learning Shapes for Toddlers","Educational","GoKids!","4.0"
"a3572","Read and Count","Educational","Apps Bergman","4.4"
