,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
41674,41674,a2306,b3411,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,Close Up Food - Cooking Pic Trivia Quiz Games Free,Games,Mediaflex Games,4.6875,0
41704,41704,a24,b3416,Word Wall - Association Game,Word,MochiBits,4,Word to Word - A fun and addictive word association brain game,Word,"MochiBits, LLC",4.62631,0
41708,41708,a183,b3416,Word to Word: Association Game,Word,MochiBits,4.3,Word to Word - A fun and addictive word association brain game,Word,"MochiBits, LLC",4.62631,0
41725,41725,a3143,b3418,What am I? - Little Riddles,Word,ThinkCube Inc.,4,Little Riddles - Word Game,Word,"Juxta Labs, Inc",3.63636,0
41726,41726,a126,b3418,PowerVocab Word Game,Educational,Trymph Inc.,3.9,Little Riddles - Word Game,Word,"Juxta Labs, Inc",3.63636,0
41750,41750,a1196,b3421,94 Seconds: category word game,Trivia,Scimob,4.3,94 Seconds,Word,Scimob,4.15222,0
41757,41757,a379,b3428,AlphaBetty Saga,Puzzle,King,4.2,AlphaBetty Saga,Puzzle,King,4.2027,1
41804,41804,a1190,b3436,Draw Something,Word,OMGPOP,4,Draw Something,Word,OMGPOP,361119 Ratings,1
41805,41805,a1193,b3436,Draw Something Classic,Word,OMGPOP,4.2,Draw Something,Word,OMGPOP,361119 Ratings,0
41806,41806,a3224,b3437,Scribblenauts Remix,Puzzle,Warner Bros. International Enterprises,4.2,Scribblenauts Remix,Puzzle,Warner Bros.,4.21978,1
41851,41851,a232,b3443,Daily Celebrity Crossword,Word,Zynga Inc.,4.2,Daily Celebrity Crossword - Free Crossword Puzzles,Word,PuzzleSocial Inc.,4.27079,0
41855,41855,a239,b3444,7 Little Words,Word,Blue Ox Technologies Ltd.,4.7,7 Little Words,Word,Blue Ox Technologies Ltd.,60816 Ratings,1
41887,41887,a1499,b3445,Pictoword: Word Guessing Games,Word,Kooapps LLC,4.7,Pictoword Free: Fun 2 Pics Guess What's the 1 Word,Word,Kooapps,4.8253,0
41904,41904,a2624,b3446,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Close Up Pics Quiz - Photo Trivia Word Games Free,Games,Mediaflex Games,4.14679,0
41906,41906,a2306,b3446,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,Close Up Pics Quiz - Photo Trivia Word Games Free,Games,Mediaflex Games,4.14679,0
41924,41924,a1488,b3446,4 Pics 1 Word Puzzle Plus,Word,Second Gear Games,4.4,Close Up Pics Quiz - Photo Trivia Word Games Free,Games,Mediaflex Games,4.14679,0
41933,41933,a1505,b3447,Hangman Free,Word,Optime Software,3.8,Hangman Free,Entertainment,Optime Software LLC,4.1414,1
41945,41945,a271,b3449,Wheel of Fortune Free Play,Word,Scopely,4.5,Wheel of Fortune Free Play: Game Show Word Puzzles,Entertainment,Scopely,4.34325,0
42020,42020,a1502,b3452,100 PICS Quiz - free quizzes,Trivia,Poptacular,4.3,100 PICS Quiz - free guess the picture trivia game,Word,Poptacular Ltd,4.54472,0
42035,42035,a332,b3453,Word Cookies,Word,BitMango,4.6,Word Cookies!,Board,BitMango,4.6281,0
42036,42036,a1497,b3454,Heads Up!,Word,Warner Bros. International Enterprises,4.1,Heads Up!,Entertainment,Warner Bros.,4.62564,1
42041,42041,a2769,b3455,Solitaire classic card game,Card,Brilliant Labs Limited,4.3,Evil Apples: A Filthy Adult Card &amp; Party Game,Word,Evil Studios Limited,4.70507,0
42094,42094,a1482,b3458,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess The Emoji,Entertainment,"Conversion, LLC",4.49519,0
42099,42099,a1501,b3458,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess The Emoji,Entertainment,"Conversion, LLC",4.49519,0
42100,42100,a1504,b3458,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess The Emoji,Entertainment,"Conversion, LLC",4.49519,1
42118,42118,a1493,b3459,What's the Word: 4 pics 1 word,Word,Red-Spell,4.8,What's the Word? - new quiz with pics and word,Word,RedSpell,4.22321,0
42139,42139,a18,b3463,Word Streak-Words With Friends,Word,Zynga,4.5,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42140,42140,a1559,b3463,Chess With Friends Free,Board,Zynga,4.3,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42141,42141,a30,b3463,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42143,42143,a1195,b3463,Word Streak:Words With Friends,Word,Zynga,4.5,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42144,42144,a1439,b3463,Hanging With Friends,Word,Zynga,4.2,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42145,42145,a1442,b3463,Words With Friends Classic,Word,Zynga,4.3,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42146,42146,a1532,b3463,Boggle With Friends,Word,Zynga,4.4,Hanging With Friends Free,Puzzle,Zynga Inc.,171872 Ratings,0
42147,42147,a18,b3464,Word Streak-Words With Friends,Word,Zynga,4.5,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42148,42148,a1559,b3464,Chess With Friends Free,Board,Zynga,4.3,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42149,42149,a30,b3464,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42150,42150,a1195,b3464,Word Streak:Words With Friends,Word,Zynga,4.5,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42151,42151,a1439,b3464,Hanging With Friends,Word,Zynga,4.2,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42152,42152,a1442,b3464,Words With Friends Classic,Word,Zynga,4.3,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42153,42153,a1532,b3464,Boggle With Friends,Word,Zynga,4.4,Word Streak by Words With Friends,Word,Zynga Inc.,3.98667,0
42154,42154,a266,b3466,4 Images 1 Mot,Word,LOTUM GmbH,4.3,4 Pics 1 Word,Word,LOTUM GmbH,4.31496,0
42155,42155,a41,b3466,4 Bilder 1 Wort,Word,LOTUM GmbH,4.3,4 Pics 1 Word,Word,LOTUM GmbH,4.31496,0
42160,42160,a188,b3466,4 Fotos 1 Palabra,Word,LOTUM GmbH,4.4,4 Pics 1 Word,Word,LOTUM GmbH,4.31496,0
42161,42161,a246,b3466,4 Pics 1 Word,Word,LOTUM GmbH,4.4,4 Pics 1 Word,Word,LOTUM GmbH,4.31496,1
42164,42164,a18,b3467,Word Streak-Words With Friends,Word,Zynga,4.5,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42166,42166,a30,b3467,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42168,42168,a126,b3467,PowerVocab Word Game,Educational,Trymph Inc.,3.9,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42206,42206,a1195,b3467,Word Streak:Words With Friends,Word,Zynga,4.5,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42213,42213,a1439,b3467,Hanging With Friends,Word,Zynga,4.2,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42215,42215,a1442,b3467,Words With Friends Classic,Word,Zynga,4.3,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42221,42221,a1532,b3467,Boggle With Friends,Word,Zynga,4.4,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42222,42222,a1559,b3467,Chess With Friends Free,Board,Zynga,4.3,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
42230,42230,a1190,b3468,Draw Something,Word,OMGPOP,4,Draw Something Free,Word,OMGPOP,4.175,0
42231,42231,a1193,b3468,Draw Something Classic,Word,OMGPOP,4.2,Draw Something Free,Word,OMGPOP,4.175,0
42232,42232,a18,b3469,Word Streak-Words With Friends,Word,Zynga,4.5,Words With Friends Classic,Word,Zynga Inc.,3.12162,0
42233,42233,a1559,b3469,Chess With Friends Free,Board,Zynga,4.3,Words With Friends Classic,Word,Zynga Inc.,3.12162,0
42234,42234,a30,b3469,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Words With Friends Classic,Word,Zynga Inc.,3.12162,0
42235,42235,a1439,b3469,Hanging With Friends,Word,Zynga,4.2,Words With Friends Classic,Word,Zynga Inc.,3.12162,0
42237,42237,a1442,b3469,Words With Friends Classic,Word,Zynga,4.3,Words With Friends Classic,Word,Zynga Inc.,3.12162,1
42238,42238,a1195,b3469,Word Streak:Words With Friends,Word,Zynga,4.5,Words With Friends Classic,Word,Zynga Inc.,3.12162,0
42239,42239,a1532,b3469,Boggle With Friends,Word,Zynga,4.4,Words With Friends Classic,Word,Zynga Inc.,3.12162,0
42272,42272,a171,b3472,Order & Chaos Online 3D MMORPG,Role Playing,Gameloft,4.3,Order &amp; Chaos 2: Redemption,Adventure,Gameloft,4.13579,0
42273,42273,a176,b3472,Order & Chaos 2: Redemption,Role Playing,Gameloft,4.1,Order &amp; Chaos 2: Redemption,Adventure,Gameloft,4.13579,0
42274,42274,a565,b3472,Order & Chaos Duels,Card,Gameloft,4.4,Order &amp; Chaos 2: Redemption,Adventure,Gameloft,4.13579,0
42280,42280,a833,b3476,FINAL FANTASY DIMENSIONS,Role Playing,"SQUARE ENIX Co.,Ltd.",4.3,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42282,42282,a175,b3476,FINAL FANTASY BRAVE EXVIUS,Role Playing,"SQUARE ENIX Co.,Ltd.",4.6,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42283,42283,a816,b3476,FINAL FANTASY IV,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42284,42284,a785,b3476,FINAL FANTASY V,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42285,42285,a2579,b3476,FINAL FANTASY,Casual,"SQUARE ENIX Co.,Ltd.",4.1,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42286,42286,a825,b3476,FINAL FANTASY III,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42287,42287,a826,b3476,FINAL FANTASY VI,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
42295,42295,a1127,b3480,\ud83d\udc76 Build it Up \ud83d\udc76,Education,MyFirstApp Ltd. - Learning Games for Kids,4,"Design It! - Baby Fashion Designer: Dress Up , Make Up and Outfit Maker &amp; Tailor",Role Playing,Kids Fun Club by TabTale,3.94118,0
42309,42309,a2513,b3482,8bit Ninja,Action,DogByte Games,3.9,8bit Ninja,Role Playing,Dogbyte Games Kft.,4.38923,1
42310,42310,a1255,b3483,Pocket Politics,Simulation,Kongregate,4.1,Pocket Politics,Role Playing,Kongregate,3,1
42324,42324,a480,b3484,PBS KIDS Games,Educational,PBS KIDS,4.1,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42328,42328,a2914,b3484,Happy Kids: Baby Shapes 2-5,Educational,Oriplay Games,4.3,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42330,42330,a2933,b3484,Kids Shopping Games,Educational,Hippo Kids Games,4.2,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42336,42336,a1120,b3484,Savanna - Coloring Games Kids,Educational,MagisterApp - Educational Games for kids,3.9,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42337,42337,a1129,b3484,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42338,42338,a1135,b3484,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42345,42345,a3583,b3484,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42346,42346,a3591,b3484,Coloring games for kids animal,Casual,2bros - games for kids,4.3,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42347,42347,a3597,b3484,Jigsaw Puzzle Games for Kids,Educational,KidZone Studios,4.3,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42349,42349,a3621,b3484,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42350,42350,a3625,b3484,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42351,42351,a3655,b3484,Girls Hair Salon,Educational,Pazu Games,3.8,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42354,42354,a3774,b3484,My Newborn Baby Care Madness,Casual,Baca Baca Games,3.7,New Baby Sister - Girls Newborn Salon Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,2.59999,0
42360,42360,a2306,b3487,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,"Make Up Me: Halloween - Girls Makeup, Dressup and Makeover Game",Entertainment,Libii Girls Game,4.31863,0
42368,42368,a3033,b3488,My Town : Dance School,Educational,My Town Games Ltd,4.7,My First Crush - High School Love,Entertainment,TabTale LTD,4.30471,0
42371,42371,a210,b3489,Crusaders Quest,Role Playing,NHN Entertainment Corp.,4.4,Crusaders Quest,Action,NHN Entertainment Corp.,4.75,1
42379,42379,a111,b3491,Tap Titans,Role Playing,Game Hive Corporation,4.7,Tap Titans 2,Adventure,Game Hive Corp.,4.15179,0
42380,42380,a119,b3491,Tap Titans 2,Role Playing,Game Hive Corporation,4.8,Tap Titans 2,Adventure,Game Hive Corp.,4.15179,1
42387,42387,a3706,b3498,Fairy Farm - Games for Girls,Casual,Game Garden\u2122,4.3,"High School Salon - Girls Makeup, Dressup and Makeover Games",Libii Girls Game,Libii Girls Game,4.20967,0
42392,42392,a2306,b3498,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,"High School Salon - Girls Makeup, Dressup and Makeover Games",Libii Girls Game,Libii Girls Game,4.20967,0
42426,42426,a3597,b3499,Jigsaw Puzzle Games for Kids,Educational,KidZone Studios,4.3,Baby Doctor Office - Kids Spa Games (Boys &amp; Girls),Family,Ninjafish Studios,343 Ratings,0
42439,42439,a2086,b3500,The Tiny Bang Story,Adventure,HeroCraft Ltd,4.2,Gossip Life - The Interactive Episode Story Game,Simulation,Top 10 Games Ltd,4.125,0
42458,42458,a1967,b3500,Dear Diary - Interactive Story,Simulation,Tapps Games,4.2,Gossip Life - The Interactive Episode Story Game,Simulation,Top 10 Games Ltd,4.125,0
42478,42478,a3043,b3501,Cooking Games Fever Kitchen,Casual,Candy Sweet Studios,4.1,Slushy Maker - Kids Food &amp; Cooking Salon Games,Ninjafish Studios,Ninjafish Studios,456 Ratings,0
42488,42488,a3597,b3501,Jigsaw Puzzle Games for Kids,Educational,KidZone Studios,4.3,Slushy Maker - Kids Food &amp; Cooking Salon Games,Ninjafish Studios,Ninjafish Studios,456 Ratings,0
42510,42510,a2597,b3503,Empire Z: Endless War,Strategy,Ember Entertainment,4.2,Empire Z: Endless War,Entertainment,Ember Entertainment,4.09999,1
42536,42536,a892,b3506,Throne Rush,Strategy,NEXTERS,4.4,Throne Rush,Strategy,Nexters Global LTD,4.71429,1
42573,42573,a66,b3514,Evolution: Battle for Utopia,Strategy,My.com B.V.,4.2,Evolution: Battle for Utopia Sci-fi RPG in Space,Action,MY.COM,4.48571,0
42602,42602,a3706,b3520,Fairy Farm - Games for Girls,Casual,Game Garden\u2122,4.3,"Fashion Salon - Girls Makeup, Dressup and Makeover Games",Libii Girls Game,Libii Girls Game,4.25134,0
42609,42609,a2306,b3520,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,"Fashion Salon - Girls Makeup, Dressup and Makeover Games",Libii Girls Game,Libii Girls Game,4.25134,0
42617,42617,a869,b3521,Myth Defense LF free,Strategy,Smartpix Games,4.3,Stick Blender Free: Stickman Defense,Games,Effing Games,4.70428,0
42637,42637,a3706,b3525,Fairy Farm - Games for Girls,Casual,Game Garden\u2122,4.3,"Ballet Salon - Girls Makeup, Dressup and Makeover Games",Libii Girls Game,Libii Girls Game,4.20525,0
42641,42641,a2306,b3525,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,"Ballet Salon - Girls Makeup, Dressup and Makeover Games",Libii Girls Game,Libii Girls Game,4.20525,0
42668,42668,a1214,b3528,Punch Hero,Sports,GAMEVIL Inc.,4.4,Punch Hero,Role Playing,"GAMEVIL USA, Inc.",4.21917,1
42711,42711,a893,b3534,Mini Warriors,Strategy,Triniti Interactive Ltd.,4.3,Mini Warriors,Entertainment,Triniti Interactive Limited,4.375,1
42715,42715,a835,b3535,Call of Mini\u2122 Infinity,Arcade,Triniti Interactive Ltd.,4.1,Call of Mini Dino Hunter,Entertainment,Triniti Interactive Limited,4.57451,0
42716,42716,a2458,b3535,Call of Mini: Sniper,Arcade,Triniti Interactive Ltd.,4,Call of Mini Dino Hunter,Entertainment,Triniti Interactive Limited,4.57451,0
42732,42732,a3589,b3539,Princess Salon: Frozen Party,Educational,Libii,4,Party Salon - Girls Makeup &amp; Dressup Games,Libii Girls Game,Libii Girls Game,4.38415,0
42736,42736,a3706,b3539,Fairy Farm - Games for Girls,Casual,Game Garden\u2122,4.3,Party Salon - Girls Makeup &amp; Dressup Games,Libii Girls Game,Libii Girls Game,4.38415,0
42740,42740,a2306,b3539,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,Party Salon - Girls Makeup &amp; Dressup Games,Libii Girls Game,Libii Girls Game,4.38415,0
42755,42755,a565,b3542,Order & Chaos Duels,Card,Gameloft,4.4,Order &amp; Chaos Online - Fantasy 3D MMORPG,Adventure,Gameloft,4.61111,0
42757,42757,a171,b3542,Order & Chaos Online 3D MMORPG,Role Playing,Gameloft,4.3,Order &amp; Chaos Online - Fantasy 3D MMORPG,Adventure,Gameloft,4.61111,0
42758,42758,a176,b3542,Order & Chaos 2: Redemption,Role Playing,Gameloft,4.1,Order &amp; Chaos Online - Fantasy 3D MMORPG,Adventure,Gameloft,4.61111,0
42759,42759,a1622,b3543,Cartoon Wars 2,Arcade,GAMEVIL Inc.,4.3,Cartoon Wars: Blade,Entertainment,"GAMEVIL USA, Inc.",4.5626,0
42760,42760,a2523,b3543,Cartoon Wars: Gunner+,Arcade,GAMEVIL Inc.,4.6,Cartoon Wars: Blade,Entertainment,"GAMEVIL USA, Inc.",4.5626,0
42761,42761,a833,b3545,FINAL FANTASY DIMENSIONS,Role Playing,"SQUARE ENIX Co.,Ltd.",4.3,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,0
42763,42763,a175,b3545,FINAL FANTASY BRAVE EXVIUS,Role Playing,"SQUARE ENIX Co.,Ltd.",4.6,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,1
42764,42764,a816,b3545,FINAL FANTASY IV,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,0
42765,42765,a785,b3545,FINAL FANTASY V,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,0
42766,42766,a2579,b3545,FINAL FANTASY,Casual,"SQUARE ENIX Co.,Ltd.",4.1,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,0
42767,42767,a825,b3545,FINAL FANTASY III,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,0
42768,42768,a826,b3545,FINAL FANTASY VI,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,FINAL FANTASY BRAVE EXVIUS,Role Playing,SQUARE ENIX INC,4.61956,0
42771,42771,a1026,b3548,Galaxy Legend,Role Playing,"Tap4fun Corp., Ltd.",4.2,Galaxy Legend,Strategy,Tap4Fun Game Ltd,4218 Ratings,1
42802,42802,a2607,b3551,SAS: Zombie Assault 3,Action,ninja kiwi,4.3,SAS: Zombie Assault 4,Action,Ninja Kiwi,4.49387,0
42803,42803,a1576,b3553,Angry Birds Go!,Racing,Rovio Entertainment Ltd.,4.2,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
42804,42804,a1577,b3553,Angry Birds 2,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
42805,42805,a1609,b3553,Angry Birds Friends,Arcade,Rovio Entertainment Ltd.,4.2,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
42806,42806,a1618,b3553,Angry Birds Epic RPG,Role Playing,Rovio Entertainment Ltd.,4.5,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
